"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME104440",2440000,1950000,9180000,6940000,5040000,1400000,1500000,3690000,1290000,20300000,13200000,1990000,7750000,2560000,3730000,8610000,11700000,50200000,13400000,3690000,2720000,6810000,3150000,2020000,7890000,5950000,3870000,7400000,42100000,1870000,6760000,3070000,23700000,29600000,3110000,14200000,15600000,49100000,5520000,15300000,15400000,22200000,7610000,5440000,15100000
"ME104441",706000,284000,393000,12700,163000,826000,411000,365000,708000,157000,321000,790000,439000,136000,684000,645000,125000,420000,34300,266000,255000,232000,710000,347000,106000,154000,646000,141000,41300,796000,574000,242000,953000,117000,711000,542000,142000,326000,783000,167000,616000,222000,644000,158000,527000
"ME104442",5070,3080,28200,16800,5250,2330,15400,3350,10600,4710,14200,NA,17900,2600,1910,11900,30000,35700,15000,15700,3290,1510000,1720,6670,19700,19200,6220,14600,68900,1440,3550,11900,28200,17400,8210,14500,76000,17800,145000,10500,3200,33500,20700,8000,4130
"ME104443",18200000,7830000,42500000,602000,529000,1350000,1230000,105000,103000,261000,10800,6610000,2320000,98500000,16700,4540000,2e+06,4770000,803000,2560000,216000,1240000,21600,989000,2700000,437000,4260000,4520000,5680000,25800,2880000,2400000,21800,2700000,9440000,980000,486000,12800,255000,315000,63600,1990000,2610000,3550000,10900
"ME104444",230000,590000,969000,1850000,694000,169000,879000,250000,138000,1350000,1040000,428000,501000,750000,186000,1220000,995000,1290000,1260000,569000,718000,1160000,348000,333000,905000,1780000,541000,545000,897000,204000,413000,648000,1330000,1500000,781000,534000,1400000,313000,288000,1410000,524000,966000,282000,661000,481000
"ME104445",3690000,924000,10600000,208000,14100,43300,155000,15600,7850,15500,17900,422000,90600,19200000,5360,584000,350000,347000,141000,207000,13300,264000,4430,45300,241000,19300,219000,372000,709000,3130,273000,2e+05,10900,331000,1770000,14000,62200,6430,31700,10600,16300,274000,153000,244000,13000
"ME104446",641000,671000,815000,656000,550000,652000,749000,839000,866000,508000,738000,713000,692000,583000,825000,826000,559000,542000,553000,610000,926000,781000,774000,784000,568000,403000,509000,518000,266000,780000,716000,555000,840000,438000,732000,794000,656000,632000,693000,490000,527000,583000,859000,643000,543000
"ME104424",9820000,1.1e+07,4410000,6940000,3450000,2020000,1.3e+07,18100000,9820000,6160000,2910000,2530000,3680000,5320000,341000,31100000,10800000,10800000,4220000,4930000,6530000,5500000,4450000,2970000,7820000,5950000,3580000,3760000,2780000,2650000,6140000,1870000,2820000,7280000,1850000,5450000,5120000,15100000,5650000,8130000,1130000,4490000,3750000,8640000,1930000
"ME104425",1600000,67500,23800000,25100,21500,72000,61400,6560,17400,39300,29200,490000,101000,5940000,12000,227000,103000,529000,35600,139000,12800,88300,7820,73300,189000,709000,94300,187000,298000,4430,1560000,195000,35000,75400,296000,7530,25900,3050,8000,709000,20800,67100,178000,151000,15600
"ME104426",43100,12400,484000,13700,5370,3970,17800,8960,14100,121000,6200,68800,249000,6040,4760,69900,5600,2950000,3460,10700,4150,44200,13200,11600,4970,5360000,11700,12600,91500,18700,139000,10100,23100,20900,8040,15300,5210,8970,9490,18100,28500,3460,7090,8430,8510
"ME104447",49700,51300,36100,21600,16000,7780,120000,15300,3590,72300,25100,13200,87300,65500,8320,31500,273000,323000,26200,6800,14900,171000,15100,5890,204000,808000,10400,23000,63700,2730,17200,156000,97500,357000,41500,29600,86300,30600,5450,45800,11700,21700,22100,32400,34900
"ME104448",3740,2540,2410,9170,259000,3930,7500,911000,141000,5730,16900,2750000,NA,88100,4480,2870,95900,3680,2830,22300,2640,2730,1610000,1600,NA,2530000,1760,NA,3390,6620,NA,319000,1900,2710,2640,2700,12400,15000,648000,3850,2160,50000,2210,613000,4460
"ME104449",1630000,2480000,2340000,3780000,2120000,1540000,1190000,2170000,2070000,7030000,2010000,6030000,5260000,4120000,828000,3210000,5060000,3610000,1160000,2580000,2480000,3720000,2630000,3150000,3830000,4890000,3e+06,1760000,2080000,1150000,2990000,2590000,2310000,3380000,3290000,2850000,3220000,5980000,2290000,4760000,1820000,8400000,4130000,1310000,1310000
"ME104450",1560000,2420000,1340000,2030000,2e+06,1750000,2220000,767000,1470000,1370000,1870000,1740000,1390000,1850000,2e+06,1210000,1990000,2150000,1550000,1110000,1270000,1340000,1990000,1380000,2240000,1020000,1830000,523000,1240000,1470000,1520000,1710000,1250000,2220000,531000,2120000,1540000,603000,1740000,2140000,1390000,966000,1020000,1440000,2030000
"ME104451",7310,3720,203000,13700,125000,2210,15800,349000,20000,233000,642000,1130000,34900,153000,23300,4020,51700,146000,11700,709000,15800,19800,237000,7110,1670000,121000,255000,26800,193000,128000,11600,222000,40700,520000,242000,26200,17700,265000,307000,59300,173000,502000,15500,384000,16000
"ME104452",1750,NA,NA,2960,NA,11800,1900,NA,NA,NA,1860,687,NA,NA,NA,2390,NA,2290,NA,NA,NA,NA,NA,NA,NA,2280,NA,463000,448000,NA,NA,NA,NA,1650,NA,1710,NA,1740,NA,2250,NA,NA,38800000,NA,NA
"ME104453",1730,16400,146000,3310,2330,NA,NA,1570,2370,83000,39200,22000,10300,4070,NA,9640,65400,1970,NA,NA,4650,NA,125000,11100,4450,1910000,1490,12400,4230,NA,1770,17600,NA,2760,NA,NA,8020,NA,3950,NA,5660,NA,NA,1640,NA
"ME104454",807000,664000,1030000,1700000,21900000,1470000,2590000,7630000,690000,7.9e+07,64800000,11300000,2530000,52600000,1.7e+07,3020000,1120000,798000,1380000,39100000,2480000,5460000,12200000,549000,53300000,69900000,53800000,4630000,25800000,13700000,1430000,2100000,12700000,2710000,38300000,4320000,5870000,9210000,934000,5.5e+07,7600000,20300000,7100000,34800000,2620000
"ME104455",65900,1160000,1920000,2240000,640000,641000,976000,614000,509000,1710000,928000,566000,916000,965000,75200,877000,2060000,2920000,2170000,1230000,1120000,2210000,299000,533000,1020000,1220000,718000,690000,980000,259000,356000,987000,1820000,2240000,990000,1190000,2490000,454000,538000,1410000,582000,1860000,207000,1480000,242000
"ME104456",1.52e+08,36100000,75400000,53500000,3.3e+07,19700000,29400000,52800000,20800000,1.16e+08,33600000,17900000,7.8e+07,47500000,17100000,5.4e+07,80600000,1.6e+08,39900000,29900000,37900000,50700000,44100000,16200000,86800000,79600000,26700000,14700000,93600000,36400000,1.28e+08,36900000,68300000,65100000,22200000,44700000,37700000,1.04e+08,15600000,71300000,56500000,71800000,14100000,76700000,30600000
"ME104457",396000,2100000,2470000,5470000,1460000,927000,3890000,424000,385000,3520000,1500000,1420000,3380000,2460000,104000,4950000,3180000,3720000,4e+06,3450000,3600000,11300000,919000,1750000,4070000,5120000,2610000,2630000,3690000,325000,1120000,4870000,1260000,3410000,8580000,2430000,12400000,1160000,570000,2120000,1750000,4170000,1230000,2380000,379000
"ME104458",87100,60200,380000,290000,195000,42900,8910,146000,13600,415000,84700,6020,1990000,23800,25000,720000,199000,453000,224000,67100,21600,878000,13100,977000,154000,481000,259000,57100,631000,15000,65600,144000,241000,682000,324000,540000,194000,88100,40700,52700,147000,264000,12700,329000,97700
"ME104459",1380000,1280000,1240000,1400000,1330000,1410000,1350000,1340000,1410000,1570000,1370000,1440000,1280000,1210000,1480000,1270000,1290000,1460000,1350000,1340000,1400000,1420000,1440000,1380000,1260000,1460000,1350000,1400000,1240000,1460000,1400000,1270000,1310000,1550000,1290000,1270000,1610000,1370000,1350000,1160000,1260000,1300000,1430000,1360000,1380000
"ME104460",1140000,1090000,1130000,1370000,1060000,1320000,1060000,1040000,1340000,1440000,1040000,1280000,952000,985000,1290000,970000,1040000,1220000,993000,1e+06,1070000,1190000,1110000,1240000,1210000,1400000,1070000,1090000,1010000,1300000,1070000,1010000,1400000,1200000,1080000,1350000,1110000,1310000,1030000,1300000,1020000,1120000,1220000,1040000,1140000
"ME104461",144000,289000,536000,1080000,450000,97900,2430000,653000,147000,2680000,364000,129000,662000,242000,110000,717000,194000,1270000,893000,422000,257000,3110000,262000,122000,1210000,1880000,296000,282000,599000,88100,527000,618000,914000,1840000,501000,859000,4800000,1310000,319000,1200000,543000,595000,272000,327000,565000
"ME104462",1e+05,341000,545000,477000,223000,41000,104000,37000,21900,869000,326000,15900,86400,265000,36300,127000,329000,787000,261000,363000,296000,515000,50700,279000,510000,2520000,135000,49000,264000,6000,767000,433000,201000,963000,339000,487000,2650000,831000,301000,3470000,43700,115000,919000,1670000,244000
"ME104463",220000,344000,3770000,8560000,2050000,705000,3140000,1160000,2020000,14600000,3750000,1460000,7160000,2e+06,295000,3680000,5250000,7720000,1.1e+07,2350000,10200000,18100000,995000,7270000,2040000,6570000,2900000,3080000,6630000,278000,8410000,20200000,7020000,11600000,1540000,8300000,11600000,3460000,261000,4860000,4480000,5140000,557000,4410000,134000
"ME104464",317000,264000,430000,339000,229000,285000,151000,321000,348000,434000,349000,101000,464000,185000,365000,290000,158000,395000,365000,319000,332000,188000,217000,410000,316000,181000,257000,235000,195000,395000,232000,286000,216000,251000,292000,185000,205000,287000,186000,364000,267000,227000,340000,238000,168000
"ME104465",1200000,1580000,3010000,4580000,2290000,556000,1930000,1400000,951000,3860000,3210000,1500000,1890000,2110000,451000,3090000,3420000,5890000,3510000,1750000,1850000,2540000,733000,915000,2050000,6690000,1710000,1080000,3460000,472000,1370000,2890000,3170000,3550000,1470000,2100000,3920000,918000,680000,2700000,1680000,3150000,1020000,2720000,1250000
"ME104466",7360000,40700000,39100000,82400000,20800000,13600000,19300000,15200000,8540000,56200000,20600000,20900000,27500000,27300000,3150000,38400000,45700000,89200000,60200000,3.6e+07,25400000,3.1e+07,12400000,11600000,41800000,42900000,36400000,18900000,21700000,6460000,13800000,30200000,52900000,97200000,28900000,24100000,54200000,19600000,15300000,51200000,13800000,56600000,14300000,36200000,7590000
"ME104467",69800,338000,516000,881000,556000,195000,585000,241000,127000,356000,383000,284000,166000,212000,118000,505000,730000,660000,788000,380000,362000,495000,225000,15500,623000,374000,359000,241000,175000,118000,63800,172000,498000,734000,296000,239000,675000,256000,169000,553000,256000,517000,1510000,149000,154000
"ME104468",4160,21200,109000,191000,86900,35300,82700,10500,18000,92200,82600,31500,7610,71500,13400,220000,118000,53800,158000,37100,19800,175000,13800,36100,58000,306000,34900,47300,103000,13200,51600,68500,1e+05,137000,21600,7650,103000,44500,24600,157000,81900,177000,58800,36800,12400
"ME104469",17600,1490,41500,28000,125000,2310,3450,2460,13800,3630,21800,2160,9540,51300,2100,20100,29700,1140000,80000,138000,13800,26500,2630,4800,82900,377000,2650,3140,73300,9390,5590,30000,110000,234000,10100,47300,23500,105000,18000,7780,12500,108000,23200,9760,3610
"ME104470",2370,390000,873000,203000,4950,2320,619000,2460,3090,29300,34700,13500,5780,14900,20700,11700,33500,70300,5600,3350,37700,775000,1e+06,2510,42900,19700,2370,2140,33400,2610,786000,43500,89600,207000,3480,18300,1260000,2620,2160,14600,5060,4080,3210,4950,440000
"ME104471",4030000,4960000,2600000,28100000,11300000,4010000,11500000,9330000,6540000,16200000,1270000,103000,1130000,8070000,10500000,177000,1520000,12100000,983000,124000,136000,282000,440000,123000,290000,801000,212000,5270000,1160000,2340000,957000,8940000,101000,10300000,1220000,4020000,566000,5e+06,2540000,355000,3900000,6660000,1620000,610000,7810000
"ME104472",762000,2040000,3420000,4960000,626000,467000,3510000,1040000,531000,4560000,1730000,1180000,2490000,1890000,553000,2570000,3720000,6830000,1690000,740000,898000,5420000,375000,768000,2680000,2910000,2090000,1990000,2330000,387000,988000,2430000,2680000,3840000,414000,1670000,5320000,990000,632000,2700000,1190000,3160000,1630000,2670000,358000
"ME104427",2670,16400,44900,148000,11700,8600,6310,13400,13400,37200,22900,3980,11200,51300,5400,96000,28300,281000,256000,132000,70600,103000,19100,26400,32800,1440000,20600,8350,37600,7270,29700,71300,78600,331000,16900,283000,47000,4820,2360,19900,6110,222000,270000,9010,24000
"ME104473",4970000,1830000,2040000,3770000,689000,127000,2080000,1920000,363000,8730000,4950000,611000,108000,3820000,781000,1.3e+07,5890000,7620000,3100000,1260000,520000,1190000,1660000,511000,8330000,4090000,2650000,4e+05,6190000,530000,3970000,925000,1140000,1330000,1500000,681000,1910000,839000,590000,9250000,1630000,1260000,236000,2380000,771000
"ME104431",1220,1420,2020,1960,1820,1030,1520,NA,NA,1920,1710,1610,1770,1510,1130,80100,1310,49000,2340,1290,1430,3470,NA,1650,2410,1820,1300,1550,8960,1360,1990,NA,1090000,3780,1200,1420,NA,1160,1320,2030,2650,1630,1410,1940,1390
"ME104474",699000,125000,440000,2170000,27000,110000,564000,227000,107000,347000,12900000,234000,95600,270000,526000,1040000,1170000,1410000,3880000,145000,991000,305000,127000,129000,1420000,6210000,1020000,1760000,1740000,76600,2250000,87100,2970000,1210000,87800,1050000,4380000,226000,186000,1510000,77100,183000,3240000,164000,88500
"ME104475",1520000,1240000,4050000,7e+06,1730000,1390000,1840000,1230000,1530000,2210000,1880000,2020000,2760000,3680000,1220000,3470000,2020000,2940000,5850000,2120000,3340000,2130000,805000,3100000,3080000,4980000,3420000,1650000,2630000,1460000,2210000,2500000,4360000,5130000,1790000,2100000,3190000,1410000,1190000,3040000,2260000,3220000,1900000,1770000,1230000
"ME104476",117000,318000,3200000,3220000,2420000,314000,718000,662000,513000,164000,1880000,136000,574000,941000,304000,1160000,1840000,22700000,5330000,1030000,730000,1270000,567000,514000,999000,3700000,896000,1540000,1400000,162000,748000,992000,3420000,995000,1830000,1120000,2120000,5040000,768000,1030000,1160000,1430000,399000,637000,4250000
"ME104477",5820000,6810000,1.1e+07,21100000,7570000,2640000,11200000,12400000,6950000,28600000,9690000,4990000,11800000,6790000,7600000,20600000,11700000,24600000,12600000,6600000,7540000,13600000,4710000,3660000,15300000,11800000,6050000,6760000,12200000,7710000,6970000,6450000,14400000,28800000,7270000,10600000,18300000,7480000,7010000,18600000,6090000,14500000,8720000,11800000,11400000
"ME104478",45600000,30900000,49600000,1.68e+08,25400000,3e+07,87100000,24300000,19300000,1.38e+08,84600000,6.4e+07,42700000,1.76e+08,45600000,1.48e+08,6.6e+07,78700000,1.22e+08,3e+07,59800000,94400000,20400000,2e+07,1.03e+08,2.53e+08,73500000,3.3e+07,62600000,66100000,56200000,52100000,62400000,1.53e+08,32400000,45500000,1.23e+08,21500000,22200000,1.08e+08,44500000,1.36e+08,40700000,2.29e+08,68400000
"ME104479",165000,103000,818000,1240000,574000,345000,159000,11200,36100,317000,308000,49300,140000,248000,18700,1350000,301000,988000,710000,702000,393000,644000,99400,652000,577000,430000,403000,347000,326000,62300,414000,525000,618000,551000,509000,358000,679000,5990,121000,516000,156000,379000,451000,480000,9420
"ME104480",599000,4240000,3090000,3370000,3290000,1140000,1680000,3710000,1680000,2970000,3620000,1620000,3020000,4810000,4160000,303000,1880000,1800000,2690000,3710000,2380000,1840000,3970000,1040000,767000,5170000,3100000,1880000,2240000,3810000,4940000,2100000,6520000,945000,4130000,4240000,6330000,5950000,6030000,824000,3370000,6040000,6510000,5830000,5040000
"ME104481",3390000,857000,7530000,10900000,1390000,206000,983000,993000,283000,5800000,4270000,519000,1640000,8200000,1700000,5100000,8090000,6740000,1400000,2770000,1480000,1980000,725000,181000,4110000,22200000,255000,624000,5460000,413000,2420000,4130000,4910000,4520000,2400000,2810000,6400000,711000,477000,5380000,1340000,4470000,613000,5280000,1150000
"ME104482",143000,26400,698000,486000,40100,8680,197000,20600,15300,312000,35600,26600,132000,1320000,14500,10900,479000,1150000,197000,109000,22000,288000,9810,7570,169000,4610000,88300,861000,128000,10800,88700,4710000,564000,74200,53000,68100,171000,43600,16500,248000,872000,161000,1020000,475000,14100
"ME104483",236000,1630000,1140000,275000,14300,49400,269000,70100,8680,455000,125000,81100,4e+05,1380000,4790,187000,221000,725000,257000,129000,197000,310000,33500,8210,662000,140000,112000,95000,1120000,2420,378000,34000,281000,601000,69100,693000,752000,38500,23400,110000,76500,236000,10300,180000,20900
"ME104484",5670,65800,596000,113000,89300,6650,135000,68300,93400,730000,4100,5410,59100,366000,7200,161000,276000,588000,21100,909000,23700,325000,173000,46500,507000,32400,422000,1020000,56000,2110,72500,279000,131000,160000,10700,84800,129000,123000,55900,79000,31800,2e+05,5360,86900,1240
"ME104485",836000,328000,11200000,3100000,2820000,212000,1910000,68000,3270000,636000,125000,125000,2950000,3600000,43600,1030000,114000,7050000,1620000,1430000,2660000,5630000,48500,4180000,5780000,2340000,2410000,1830000,713000,232000,1280000,6800000,3330000,4130000,46800,547000,2390000,50100,3660000,938000,4060000,680000,971000,2730000,138000
"ME104486",1740000,6300000,5620000,4900000,2280000,5600000,6830000,3660000,4140000,4580000,2950000,4210000,4240000,1950000,2950000,3070000,8610000,11100000,6540000,3e+06,7160000,5190000,1810000,3930000,2880000,1330000,3240000,4400000,2590000,2450000,2170000,5780000,5320000,11900000,2920000,6720000,7420000,2630000,5540000,5100000,1580000,7310000,2690000,4280000,3710000
"ME104487",1570,2180,97000,74700,2600,NA,4620,3140,11200,85500,6660,1790,14500,57600,1120,23900,13000,762000,3190,5660,1660,25200,1930,1830,91800,263000,2150,2010,23000,1310,1810,4410,30900,583000,1080,7530,3460,9790,2090,59500,4410,1280,1280,1950,900
"ME104488",17800000,1530000,29800000,9980000,2240000,860000,1910000,2310000,2240000,30400000,1.8e+07,3030000,2.2e+07,11700000,1410000,17700000,3490000,39800000,6940000,2900000,1280000,6690000,5360000,2230000,19600000,6640000,1150000,7210000,17200000,1100000,11400000,1340000,21200000,5860000,832000,8330000,8060000,6140000,1670000,11600000,5520000,8050000,1290000,3820000,5180000
"ME104489",443000,37900000,20400000,2130000,1370000,957000,1360000,553000,566000,1770000,1590000,963000,964000,14800000,182000,1170000,4730000,6790000,1750000,1260000,1840000,3040000,428000,656000,7970000,1790000,1370000,1270000,1100000,176000,2480000,3860000,1430000,1880000,2040000,4590000,1520000,888000,268000,1020000,1300000,1520000,392000,1100000,292000
"ME104490",29600,493000,152000,414000,485000,16100,735000,548000,53000,272000,201000,693000,161000,13100,31900,448000,3140000,540000,170000,385000,154000,390000,746000,73500,563000,231000,506000,116000,230000,150000,234000,888000,247000,3060000,232000,395000,745000,297000,118000,929000,146000,1980000,523000,60400,84300
"ME104491",NA,NA,2370,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,665000,1520,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74300,NA,NA,NA,NA,NA
"ME104492",11200000,6970000,5310000,6240000,10500000,6730000,7960000,6110000,6430000,6630000,7150000,9180000,6460000,5840000,7130000,6390000,7640000,5680000,6650000,6190000,6650000,6840000,6830000,6300000,7790000,6190000,10900000,6190000,6150000,7070000,6380000,6560000,7810000,7930000,7560000,6990000,7560000,7320000,7030000,4920000,10200000,6280000,6600000,5880000,7090000
"ME104493",207000,2910000,4470000,5070000,498000,589000,835000,1690000,3390000,439000,60200,141000,675000,1340000,1760000,1170000,311000,1030000,2210000,1710000,47800,68600,852000,2170000,1070000,11200000,370000,1380000,47900,542000,6550000,9410000,1.33e+08,28200000,1570000,30400000,1.11e+08,3300000,26800000,4530000,2e+07,2700000,20500000,5300000,2410000
"ME104494",835000,2050000,3440000,3620000,151000,451000,1820000,672000,647000,1580000,860000,2510000,2440000,1220000,407000,1240000,6480000,4570000,2280000,780000,519000,5870000,382000,387000,1190000,1390000,3280000,1140000,2700000,385000,947000,1160000,2530000,5050000,639000,1290000,4720000,537000,694000,312000,3940000,2670000,352000,7910000,667000
"ME104495",820000,106000,5580000,7500000,359000,587000,3940000,1240000,1590000,5360000,209000,108000,109000,1410000,140000,1100000,107000,2210000,974000,358000,270000,152000,314000,109000,445000,222000,350000,79200,690000,162000,52500,339000,641000,961000,34400,740000,1310000,469000,1670000,1600000,72400,719000,740000,504000,827000
"ME104496",954000,322000,352000,1540000,71700,191000,117000,71300,282000,531000,149000,169000,102000,394000,195000,3540000,77000,166000,958000,46700,22600,42000,24500,14700,660000,1660000,49300,245000,146000,119000,11200000,2460000,39900000,60400000,183000,10200000,30900000,987000,2170000,2650000,2790000,3580000,8030000,3680000,1130000
